day,word,definition,difficulty,korean
41,mold,[n] a container into which liquid is poured to make a particular shape; [v] to form something into a shape; [n] a soft green or black growth on old food,2,"틀, 거푸집; (틀에 넣어) 만들다; 곰팡이"
41,pottery,[n] pots and dishes made from clay; [n] the skill of making pots from clay,2,도자기; 도예
41,sculpt,"[v] to make shapes or figures by carving or shaping stone, wood or clay; [v] to give something a particular shape",2,조각하다; 형태를 만들다
41,carve,[v] to make an object by cutting wood or stone; [v] to cut letters or a design into a surface,2,조각하다; 새기다
41,authentic,[adj] real and not a copy; genuine; [adj] true and accurate,2,"진짜의, 진품의; 진실된; 진심의"
41,aesthetic,[adj] relating to beauty and the appreciation of beauty,2,미의; 심미적인
41,exquisite,[adj] extremely beautiful and delicate; [adj] made with great care and skill,2,매우 아름다운; 정교한
41,antique,[n] an old object that is valuable because of its age or quality; [adj] belonging to an ancient time,2,"(귀중한) 골동품(인); 고대의, 옛날의"
41,symphony,[n] a long piece of music written for a large orchestra,2,"교향곡, 심포니"
41,choir,"[n] a group of people who sing together, especially in a church or school",2,"합창단, 성가대; 합창하다"
41,tune,[n] a series of musical notes that form a pleasant melody; [v] to adjust a musical instrument so it plays the correct notes; [v] to adjust a radio or TV to a channel,2,"곡, 선율; 조율하다; (방송 채널 등을) 맞추다"
41,vocal,[adj] relating to the voice; [n] the part of a song that is sung,2,"목소리의, 음성의; 보컬"
41,athlete,[n] a person who is good at sports and takes part in competitions,2,운동선수
41,referee,[n] a person who makes sure that players follow the rules in a sports game; [v] to act as a judge in a game or dispute,2,"심판(하다), 중재하다"
41,gymnasium,[n] a large room or building with equipment for physical exercise and indoor sports,2,체육관
41,gymnastics,"[n] physical exercises that develop strength and balance, often performed in competitions",2,"체조, 체육"
41,league,[n] a group of sports teams that play against each other; [n] a group of people or countries that join together for a common purpose,2,경기 연맹; 연합
41,pastime,[n] an activity that you do for pleasure when you are not working; a hobby,2,"오락, 취미, 여가 활동"
41,stroll,[v] to walk slowly in a relaxed way; [n] a slow relaxed walk,2,"산책(하다), 한가로이 거닐다"
41,ascend,[v] to rise or climb up,2,"오르다, 올라가다"
41,descend,[v] to move or go down,2,"하강하다, 내려오다"
41,summit,[n] the highest point of a mountain; [n] a meeting between leaders of governments,2,"꼭대기, 정상; 정상 회담"
41,itinerary,"[n] a plan of a trip, including the route and places to visit",2,여행 일정(표)
41,reserve,[v] to arrange for a seat or room to be kept for you; [v] to keep something for a special purpose or for later use,2,"예약하다; 비축하다, 남겨두다"
41,accommodate,[v] to provide someone with a place to stay; to have enough space for; [v] to adapt to a new situation,2,"숙박시키다, 수용하다; 적응하다"
41,reception,[n] the area inside the entrance of a hotel or office where visitors are welcomed; [n] a formal party to welcome someone; [n] the quality of radio or TV signals,2,"접수처, 안내 데스크; 환영(회); 수신 (상태)"
41,excursion,"[n] a short trip made for pleasure, especially by a group",2,"짧은 여행, 소풍"
41,expedition,"[n] an organized journey made for a particular purpose, such as exploring; [n] the group of people who make such a journey",2,탐험[원정](대)
41,scenery,"[n] the natural features of an area, such as mountains and forests; [n] the painted background used on a theater stage",2,"경치, 풍경; 배경"
41,landscape,[n] everything you can see when you look across a large area of land; [v] to improve the appearance of an area of land,2,"풍경, 경치; 조경(造景)하다, 경치를 꾸미다"
41,exotic,[adj] unusual and interesting because it comes from a distant country; [adj] from another country,2,이국적인; 외국의
41,breathtaking,"[adj] extremely exciting, beautiful or surprising",2,"숨이 막히는 듯한, 깜짝 놀랄만한"
41,direct,[adj] going straight from one place to another without stopping; [v] to tell someone what to do; [v] to control or manage something,2,직접적인; 지시하다; 지도[감독]하다
42,adjacent,[adj] next to or very near something else,2,"가까운, 인접한"
42,adorn,[v] to make something more attractive by adding decorations,2,"꾸미다, 장식하다"
42,commence,[v] to begin or start something,2,"시작되다, 시작하다"
42,converge,[v] to move toward the same point from different directions; [v] (of ideas) to become similar,2,모여들다; (생각 등이) 수렴되다
42,demolish,[v] to destroy a building completely; [v] to prove an idea or theory completely wrong,2,"무너뜨리다; (사상, 이론을) 뒤집다"
42,falter,[v] to become weaker or less effective; [v] to lose strength or confidence and hesitate,2,"불안정해지다, 흔들리다"
42,feat,"[n] an achievement that needs great courage, skill or strength",2,"위업; 솜씨, 묘기"
42,inflict,"[v] to make someone suffer something unpleasant, such as pain or damage",2,"(괴로움 등을) 가하다, 안기다"
42,rehabilitate,[v] to help someone return to a normal life after illness or prison; [v] to restore someone's good reputation; [v] to restore an old building,2,재활 치료를 하다; (명예를) 회복시키다; (건물을) 복원시키다
42,retrieve,[v] to find and bring back something; [v] to find information stored in a computer,2,"되찾다, 회수하다; 수습하다; 검색하다"
42,subside,[v] to become calmer or less strong; [v] (of water) to go back to its normal level,2,"가라앉다, 진정되다; (물이) 빠지다"
42,symmetry,[n] the quality of having two halves that are exactly the same; balance,2,"대칭, 균형"
42,transcend,[v] to go beyond the usual limits of something,2,"초월하다, 능가하다"
42,transparent,[adj] (of a material) clear enough that you can see through it; [adj] easy to understand,2,"투명한; 명료한, 알기 쉬운"
43,pupil,[n] the small black round area in the middle of the eye; [n] a person who is being taught,2,"동공, 눈동자; 학생"
43,artery,[n] one of the tubes that carry blood from the heart to the rest of the body,2,동맥
43,vein,[n] one of the tubes that carry blood from the body back to the heart; [n] one of the thin lines on a leaf,2,정맥; 잎맥
43,nerve,[n] one of the long thin fibers that carry messages between the brain and parts of the body; [n] a feeling of worry or anxiety,2,"신경; 긴장, 불안"
43,spine,[n] the row of bones down the middle of the back; [n] a sharp pointed part on a plant or animal,2,"척추, 등뼈; 가시"
43,optical,[adj] relating to the eyes or sight; [adj] relating to light,2,"시각[시력]의, 눈의; 광학의, 빛의"
43,aural,[adj] relating to the ears or hearing,2,"청각의, 귀의"
43,acoustic,[adj] relating to sound or hearing; [adj] (of a musical instrument) not using electricity to make the sound louder,2,청각의; (악기가) 전자 장치를 쓰지 않는
43,odor,"[n] a smell, especially an unpleasant one",2,"냄새, 악취"
43,texture,[n] the way a surface feels when you touch it; [n] the way food or drink feels in your mouth,2,"감촉, 질감; 결"
43,respire,[v] to breathe,2,"호흡하다, 숨 쉬다"
43,pulse,"[n] the regular beat of blood as the heart pumps it through the body; [n] a single short burst of sound, light or energy",2,맥박; 고동; (규칙적인) 진동; 박자
43,saliva,[n] the liquid that is produced in your mouth,2,"타액, 침"
43,sanitary,[adj] relating to keeping places clean and healthy; [adj] clean and not likely to cause disease,2,"위생의, 위생적인"
43,hygiene,[n] the practice of keeping yourself and your surroundings clean to prevent disease,2,"위생, 청결"
43,immune,[adj] protected against a disease so that you cannot catch it; [adj] not affected by something; free from,2,면역성이 있는; 면제되는
43,sturdy,[adj] (of a person) physically strong and healthy; [adj] (of an object) strongly made and not easily broken,2,(몸이) 튼튼한; (물건이) 견고한
43,vigorous,"[adj] very active, healthy and full of energy; [adj] done with great force and energy",2,"원기 왕성한; 활발한, 격렬한"
43,stout,[adj] (of a person) rather fat and heavy; [adj] (of an object) strong and thick,2,"(사람이) 통통한, 뚱뚱한; (물건이) 튼튼한"
43,weary,[adj] very tired; [adj] bored with something because you have had too much of it,2,"지친, 피곤한; 싫증 난"
43,obesity,[n] the state of being extremely fat in a way that is unhealthy,2,"비만, 비대"
43,diet,[n] the kind of food that a person or animal usually eats; [n] a special eating plan to lose weight or for medical reasons,2,식습관; 식사; 식이요법; 다이어트(하다)
43,metabolism,[n] the chemical processes in the body that change food into energy,2,"신진대사, 물질대사"
43,digest,[v] to break down food in the stomach so the body can use it; [v] to understand new information; [n] a short summary,2,소화하다; 이해하다; 요약(문)
43,nourish,[v] to give a person or plant the food needed to grow and be healthy; [v] to allow a feeling or idea to develop,2,영양분을 공급하다; (생각 등을) 키우다
43,nutrition,[n] the process of eating the right kind of food so that you can grow and stay healthy,2,영양 (섭취)
43,fiber,"[n] a thin thread of a natural or artificial substance, used to make cloth or rope; [n] the part of fruit, vegetables and grains that helps food pass through the body",2,섬유(질)
43,longevity,[n] long life; the fact of living for a long time,2,"장수, 오래 삶"
43,ground,[n] the solid surface of the earth; [n] an area of land used for a particular purpose; [n] a reason for saying or doing something,2,땅; 장소; 이유(를 두다); 입장
43,suit,"[n] a set of clothes made of the same cloth, including a jacket and trousers; [n] a legal case; [v] to be convenient or right for someone",2,정장; 소송; 적합하다; 어울리다
44,ailment,"[n] an illness, usually one that is not very serious",2,(심각하지 않은) 질병
44,infect,[v] to give someone a disease; [v] to make something dirty or harmful with germs,2,감염[전염]시키다; 오염시키다
44,contagious,[adj] (of a disease) spread by close contact between people,2,"전염성의, 전염되는"
44,epidemic,[n] a disease that spreads quickly and affects many people at the same time; [adj] spreading quickly among many people,2,"전염병, 유행(병); 유행성의"
44,plague,[n] a serious disease that spreads quickly and kills many people; [v] to cause someone trouble or pain for a long time,2,전염병; (한동안) 괴롭히다; 성가시게 하다
44,chronic,[adj] (of an illness) lasting for a long time and difficult to cure; [adj] suffering from a long-lasting illness,2,(주로 병이) 만성의; 만성 질환을 앓고 있는
44,influenza,"[n] a common infectious disease that causes fever, pain and weakness; the flu",2,"유행성 감기, 독감"
44,stroke,[n] a sudden illness caused when blood flow to the brain stops; [n] a hit or blow; [v] to move your hand gently over something,2,뇌졸중; 발작; 타격; 쓰다듬다; 수영법
44,diabetes,[n] a disease in which the body cannot control the level of sugar in the blood,2,당뇨병
44,handicapped,[adj] having a physical or mental condition that limits what you can do,2,장애가 있는
44,swell,[v] (of a part of the body) to become larger than normal; [v] to increase in size or amount,2,"붓다, 부풀다; 증가하다, 팽창하다"
44,sprain,[v] to injure a joint such as the wrist or ankle by suddenly twisting it,2,"(손목, 발목 등을) 삐다, 접질리다"
44,limp,[v] to walk with difficulty because one leg is injured; [n] a way of walking with difficulty because of an injured leg,2,"다리를 절다, 절뚝거리다; 절뚝거림"
44,paralyze,[v] to make someone lose the ability to move part or all of their body; [v] to make something unable to function normally,2,마비시키다; 무력하게 하다
44,numb,[adj] (of a part of the body) unable to feel anything; [v] to make a part of the body unable to feel anything,2,"감각이 없는, 마비된; 감각을 잃게 하다"
44,allergy,"[n] a medical condition that makes you ill when you eat, touch or breathe in a particular substance",2,"알레르기, 과민증"
44,vomit,[v] to bring food from your stomach back out through your mouth,2,"토하다, 게우다"
44,choke,[v] to be unable to breathe because something is blocking your throat; [v] to prevent something from growing or developing,2,"질식(시키다); (성장, 발전을) 저해하다"
44,vaccine,[n] a substance put into the body to protect it from a particular disease,2,(예방) 백신
44,diagnose,[v] to find out what illness someone has or what is causing a problem,2,(질병 등을) 진단하다
44,remedy,[n] a medicine or treatment for an illness; [n] a way of solving a problem; [v] to correct or improve something,2,"치료(약); 해결책; 바로잡다, 개선하다"
44,hospitalize,[v] to send someone to a hospital for treatment,2,입원시키다
44,painkiller,[n] a drug that reduces or removes pain,2,진통제
44,sterilize,[v] to make something completely clean by killing all the bacteria in it,2,"살균하다, 소독하다"
44,transfusion,[n] the process of putting new blood into a person's body; [n] the act of adding something such as money to something,2,수혈; 주입
44,prescribe,[v] to state officially what should be done; [v] (of a doctor) to say what medicine or treatment a sick person should have,2,규정하다; (약을) 처방하다
44,dose,[n] the amount of a medicine that you take at one time; [v] to give someone medicine,2,"복용량, 투여량; (약을) 투여하다"
44,alleviate,[v] to make pain or a problem less severe,2,"(고통 등을) 완화하다, 덜다"
44,soothe,[v] to make a pain less severe; [v] to make someone feel calmer or less upset,2,"(고통 등을) 완화하다; 달래다, 진정시키다"
44,case,[n] a particular situation or example of something; [n] a crime that the police are investigating; [n] a legal matter decided in a court,2,"경우, 사례; 실정, 사실; 사건; 소송; 통"
45,arouse,[v] to cause a particular feeling or reaction; [v] to wake someone up,2,불러일으키다; 자극하다; 깨우다
45,provoke,"[v] to cause a reaction or feeling, especially a negative one; [v] to make someone angry on purpose",2,불러일으키다; 유발하다
45,manifest,[v] to show something clearly; [adj] easy to see or understand; obvious,2,"분명히 나타내다; 분명한, 명백한"
45,agreeable,[adj] pleasant and enjoyable; [adj] willing to agree to something,2,기분 좋은; 쾌활한; 기꺼이 동의하는; 알맞은
45,grin,"[v] to smile widely, showing your teeth",2,"씩 웃다, 활짝 웃다"
45,rejoice,[v] to feel or show great happiness about something,2,크게 기뻐하다
45,ecstasy,[n] a feeling of extreme happiness,2,"황홀(감), 무아의 경지"
45,grief,"[n] great sadness, especially because someone has died",2,"비탄, 큰 슬픔"
45,weep,[v] to cry because you feel sad or have strong emotions,2,"울다, 눈물을 흘리다"
45,miserable,[adj] very unhappy or uncomfortable; [adj] causing great unhappiness,2,"비참한, 불쌍한; 괴로운"
45,distress,[n] a feeling of great worry or suffering; [v] to make someone feel very worried or upset,2,"고통, 괴로움; 괴롭히다, 고민하게 하다; 빈곤"
45,agony,[n] extreme physical or mental pain,2,극심한 고통[괴로움]
45,groan,[v] to make a long deep sound because you are in pain or unhappy; [n] a long deep sound of pain or unhappiness,2,"신음(하다), 끙끙거리다"
45,console,[v] to try to make someone who is sad feel better,2,"위로하다, 위안을 주다"
45,dismay,"[n] a feeling of worry, disappointment or shock; [v] to make someone feel shocked and disappointed",2,당황(하게 하다); 크게 실망시키다; 실망
45,perplex,[v] to make someone confused because they cannot understand something,2,"당혹케 하다, 난처하게 하다"
45,flush,"[v] (of the face) to become red because of embarrassment, heat or anger; [n] a red color on the face; [v] to clean a toilet by making water go through it",2,얼굴이 붉어지다; 홍조; (변기의) 물을 내리다
45,astonish,[v] to surprise someone very much,2,깜짝 놀라게 하다
45,stun,[v] to shock or surprise someone greatly; [v] to make a person or animal unconscious by hitting them,2,"놀라게 하다; 기절시키다, 실신시키다"
45,affection,[n] a feeling of liking or love for someone or something,2,"애정, 애착"
45,bond,[n] something that forms a close connection between people; [v] to form a close relationship with someone; [n] a document that promises to pay back money with interest,2,유대(감을 형성하다); 채권; 접착제; 접착시키다
45,enchant,[v] to attract and delight someone very much; [v] to put a magic spell on someone,2,"황홀하게 하다, 매혹하다; 마술을 걸다"
45,nostalgia,[n] a feeling of sadness mixed with pleasure when you think about happy times in the past,2,"향수(鄕愁), 옛날을 그리워함"
45,displease,[v] to make someone annoyed or unhappy,2,"불쾌하게 하다, 기분 상하게 하다"
45,haunt,[v] (of an unpleasant memory) to keep coming back to someone's mind; [v] (of a ghost) to appear in a place,2,계속 떠오르다; (유령 등이) 출몰하다
45,dreadful,[adj] very bad or unpleasant; terrible,2,"몹시 불쾌한, 끔찍한"
45,hatred,[n] an extremely strong feeling of dislike,2,"증오, 혐오"
45,glare,[v] to look at someone angrily for a long time; [n] an angry look; [n] a strong unpleasant light,2,노려보다; 노려봄; 눈부시게 빛나다; 눈부신 빛
45,rage,"[n] a feeling of violent, uncontrolled anger; [v] to show great anger",2,"격노; 격노하다, 몹시 화내다"
45,revenge,[n] something that you do to hurt or punish someone who has hurt you,2,"복수, 보복"
45,content,[n] the things that are inside something; [n] the subjects or ideas in a book or speech; [adj] happy and satisfied,2,내용(물); 함유량; 목차; 만족하는
46,stance,[n] an attitude or opinion that someone states publicly; [n] the way a person holds their body when upright,2,"입장, 태도; (서 있는) 자세"
46,apt,[adj] likely to do something; [adj] suitable or appropriate,2,"~하기 쉬운, ~하는 경향이 있는; 적절한"
46,temper,[n] a tendency to become angry very easily; [n] a state of angry feeling; [n] the way someone feels at a particular time,2,"(화를 잘 내는) 성질, 기질; 화; 심정"
46,tact,[n] the ability to deal with people without upsetting or offending them,2,"요령, 눈치, 재치"
46,goodwill,[n] friendly or helpful feelings toward other people or countries,2,"호의, 친절; 친선"
46,mercy,[n] kindness shown to someone you have the power to punish or hurt,2,"자비, 인정"
46,selfless,[adj] caring more about the needs of others than about your own,2,"이타적인, 사심 없는"
46,virtue,[n] a good moral quality in a person; [n] behavior that is morally good; [n] an advantage or useful quality,2,"미덕; 선, 선행; 장점, 이점"
46,esteem,[n] great respect and admiration for someone; [v] to respect and admire someone,2,"존경(하다), 존중(하다)"
46,awe,[n] a feeling of great respect mixed with fear or wonder; [v] to fill someone with great respect and wonder,2,경외심(을 갖게 하다)
46,discreet,"[adj] careful in what you say or do, so as not to cause embarrassment or reveal secrets",2,"분별 있는, 신중한"
46,alert,[adj] watching and ready to deal with danger; [adj] able to think quickly and clearly; [v] to warn someone about a danger,2,경계하는; 기민한; (위험 등을) 알리다
46,beware,[v] to be careful because something is dangerous,2,"조심하다, 주의하다"
46,punctual,[adj] arriving or doing something at the expected time; not late,2,시간[기한]을 엄수하는
46,sophisticated,[adj] having a lot of experience of the world and knowing about culture and fashion; [adj] (of a machine or system) complex and advanced,2,"교양 있는, 세련된; 지적인; 정교한"
46,elegant,[adj] graceful and attractive in appearance or behavior; stylish,2,"우아한, 고상한"
46,grace,[n] a smooth and attractive way of moving; [n] polite and kind behavior; [n] the kindness and love that God shows to people,2,"우아함; 친절, 호의; (신의) 은총, 은혜"
46,decent,[adj] honest and behaving in a morally good way; [adj] kind and helpful; [adj] of an acceptable standard; good enough,2,"예의 바른; 친절한; 괜찮은, 적당한"
46,dignity,[n] a calm and serious manner that makes people respect you; [n] the sense of your own importance and value,2,"위엄, 품위"
46,keen,[adj] wanting to do something very much; eager; [adj] (of the senses or mind) very sharp and quick,2,"열망하는, 간절히 바라는; 예리한"
46,morale,"[n] the amount of confidence, energy and enthusiasm felt by a person or group",2,"사기, 의욕"
46,ambitious,"[adj] having a strong desire to be successful, rich or powerful; [adj] (of a plan) needing a lot of effort and skill to succeed",2,야심 있는; 열망하는
46,spontaneous,"[adj] done because you want to, not because someone told you to; [adj] happening naturally without being planned",2,자발적인; 자연히 일어나는; 즉흥적인
46,decisive,[adj] able to make choices quickly and with confidence; [adj] very important for the final result,2,"결단력 있는, 단호한; 결정적인"
46,sincere,[adj] (of feelings or beliefs) honest and true; genuine,2,"진실한, 진심 어린"
46,humble,[adj] not proud; not thinking you are better than others; [adj] of low social rank or importance,2,"겸손한; 미천한, 보잘것없는"
46,modest,[adj] not talking much about your own abilities or achievements; [adj] not very large in size or amount; [adj] simple and not showy,2,겸손한; 적당한; 수수한
46,gratitude,[n] the feeling of being thankful to someone for something,2,"감사, 고마움"
46,persevere,[v] to continue trying to do something even when it is difficult,2,"인내하다, 끈기 있게 계속하다"
46,dedicate,"[v] to give all your time and energy to something; [v] to say that a book, song or film has been written in honor of someone",2,"전념[헌신]하다; 헌정하다, 바치다"
46,feminine,[adj] having qualities traditionally thought to be typical of women; relating to women,2,"여성의, 여성스러운"
46,tip,[n] the thin pointed end of something; [n] a useful piece of advice; [v] to make something lean to one side,2,(뾰족한) 끝; 정상; 조언; 기울이다
46,regard,[v] to look at someone in a particular way; [v] to think about someone or something in a particular way; [n] respect or admiration,2,주시[응시]하다; 주목; 간주하다; 존중(하다)
46,dispense,[v] to give things out to people; [v] to prepare and give out medicine,2,분배하다; (약을) 조제하다; 면제하다
47,cynical,[adj] believing that people are only interested in themselves and are not sincere,2,"냉소적인, 빈정대는"
47,skeptical,[adj] having doubts that a claim or statement is true,2,"회의적인, 의심 많은"
47,reluctant,[adj] not willing to do something and therefore slow to do it,2,"꺼리는, 마음 내키지 않는"
47,rigid,[adj] (of rules or people) very strict and difficult to change; [adj] stiff and not easy to bend,2,"융통성 없는, 완고한; 뻣뻣한"
47,stern,"[adj] serious and strict, especially in the way you treat people; [adj] serious and severe",2,"매우 엄한[엄격한], 근엄한; 심각한"
47,immature,[adj] behaving in a way that is not sensible and is typical of a younger person; [adj] not fully grown or developed,2,"미숙한, 다 자라지 못한"
47,naive,[adj] too willing to believe what people say because of a lack of experience; innocent,2,"순진한, 세상을 모르는"
47,clumsy,"[adj] moving or doing things in a careless way, often dropping or breaking things; [adj] done without skill",2,"어설픈, 서투른"
47,haste,"[n] speed in doing something, especially because you do not have much time; hurry",2,"서두름, 급함, 성급"
47,reckless,[adj] not thinking about the possible dangerous results of your actions,2,"무모한, 신중하지 못한"
47,arrogant,[adj] behaving in a proud and rude way because you think you are more important than others,2,"거만한, 오만한"
47,arbitrary,[adj] based on chance rather than on a plan or reason; [adj] using power without considering others,2,"임의의, 제멋대로인; 독단적인"
47,nasty,[adj] unkind and unpleasant to people; [adj] very bad or unpleasant,2,"못된, 심술궂은; 더러운, 불쾌한"
47,wicked,[adj] morally very bad; evil; [adj] slightly bad in a way that is amusing; playful,2,"사악한, 못된; 짓궂은, 장난기 있는"
47,mischief,"[n] bad behavior, especially by children, that causes trouble but is not serious",2,"장난, 못된 짓"
47,tease,[v] to laugh at someone and make jokes about them in a playful or unkind way,2,"놀리다, 장난하다, 짓궂게 괴롭히다"
47,mock,"[v] to laugh at someone or something in an unkind way, often by copying them",2,"조롱하다, 놀리다"
47,humiliate,[v] to make someone feel ashamed and lose respect for themselves,2,"굴욕감을 느끼게 하다, 창피를 주다"
47,immoral,[adj] not following accepted standards of good behavior; morally wrong,2,"부도덕한, 비도덕적인"
47,despise,[v] to feel a very strong dislike for someone or something and have no respect for them,2,"경멸하다, 멸시하다"
47,contempt,[n] a feeling that someone or something is worthless and does not deserve respect,2,"경멸, 멸시"
47,brutal,[adj] extremely cruel and violent,2,"잔인한, 잔혹한"
47,savage,[adj] not civilized; [adj] extremely violent and cruel,2,"야만적인; 포악한, 몹시 사나운"
47,insane,[adj] seriously mentally ill; [adj] very foolish or unreasonable; crazy,2,"제정신이 아닌, 미친"
47,thrifty,[adj] careful about spending money and not wasting things,2,"절약하는, 검소한"
47,overlook,[v] to fail to notice or consider something; [v] to forgive or ignore a mistake or bad behavior; [v] to have a view of a place from above,2,간과하다; 눈감아 주다; 내려다보다
47,coward,[n] a person who is not brave and avoids danger or difficult situations,2,겁쟁이
47,flatter,"[v] to praise someone too much or insincerely, especially to get something from them",2,"아첨[아부]하다, 알랑거리다"
47,lure,[v] to persuade someone to go somewhere or do something by offering them something attractive; [n] something that attracts people,2,"꾀다, 유혹(하다); 매력; 미끼"
47,settle,[v] to go and live in a new place permanently; [v] to end an argument or solve a problem; [v] to make a final decision,2,정착하다; 해결하다; 결정하다; 진정시키다
48,afflict,[v] to cause pain or suffering to someone or something,2,"괴롭히다, 시달리게 하다"
48,backfire,[v] to have the opposite effect to the one that was intended,2,역효과를 낳다
48,consecutive,[adj] following one after another without a break,2,연이은
48,curb,"[v] to control or limit something, especially something bad; [n] something that controls or limits something",2,제한[억제]하다; 제한[억제]하는 것
48,defy,"[v] to refuse to obey a person, law or rule",2,"반항하다, 저항[거역]하다"
48,delude,[v] to make someone believe something that is not true; to deceive,2,속이다; 착각하게 하다
48,detest,[v] to hate someone or something very much,2,"몹시 싫어하다, 혐오하다"
48,futile,[adj] having no chance of success; useless,2,"헛된, 소용없는"
48,gasp,"[v] to take a quick, deep breath with your mouth open, especially because you are surprised or in pain; [n] a short quick breath",2,숨이 턱 막히다; 숨막힘
48,gratify,[v] to please someone or make them satisfied; [v] to satisfy a desire or need,2,기쁘게 하다; 만족시키다
48,intrude,[v] to go into a place or situation where you are not wanted or not allowed,2,자기 마음대로 가다
48,linger,[v] to stay somewhere longer than necessary or to continue to exist for a long time,2,"남아있다, 오래 머무르다"
48,procrastination,[n] the habit of delaying something that you should do,2,"미루는 버릇, 지연, 연기"
48,refrain,[v] to stop yourself from doing something; [n] a part of a song that is repeated after each verse,2,"삼가다, 자제하다; 후렴"
49,break up,[v] to break into many pieces or make something do so; [v] to end a relationship or make a group separate,2,"부서지다, 부수다; 해체[해산]하다"
49,build up,[v] to make something stronger or larger; to develop something gradually,2,"강화하다, 기르다"
49,burn up,[v] to be destroyed completely by fire or heat; [v] to have a very high temperature from fever,2,완전히 타버리다; 몹시 열이 나다
49,call up,[v] to bring a memory or feeling into someone's mind; [v] to order someone to join the army,2,불러일으키다; 소집[징집]하다
49,come up with,"[v] to think of an idea, plan or answer; [v] to suggest or offer something",2,생각해내다; 제시[제안]하다
49,dry up,[v] to become completely dry; [v] to suddenly stop talking because you do not know what to say,2,바싹 말라붙다; 말문이 막히다
49,hold up,[v] to support something and stop it from falling; [v] to stay strong or continue to work well; to last,2,떠받치다; 떠받들다; 유지하다
49,keep up with,[v] to move or make progress at the same speed as someone or something; [v] to stay informed about something,2,"따라잡다, 뒤처지지 않다; 알다"
49,look up,[v] to search for information in a book or on a computer; [v] to visit or contact someone after a long time,2,찾아보다; 방문하다; 연락하다
49,make up,[v] to form the whole or a part of something; [v] to invent a story or excuse; [v] to become friends again after an argument,2,차지하다; 만들어내다; 화해하다
49,make up for,[v] to replace something that has been lost; [v] to do something good to correct a bad situation,2,보충하다; 보상하다
49,pick up,"[v] to collect someone from a place, usually in a car; [v] to improve; [v] to learn something without effort",2,데리러 가다; 개선되다; 들어서 익히다
49,put up with,[v] to accept something unpleasant without complaining; to tolerate,2,"참다, 견디다"
49,set up,[v] to put something such as equipment in position and ready to use; [v] to start a business or organization,2,설치하다; 준비하다; (사업을) 시작하다
49,take up,[v] to fill a particular amount of space or time; [v] to start doing a new job or hobby,2,"차지하다; (일, 취미 등을) 시작하다"
49,turn up,"[v] to increase the sound, heat or power of a machine; [v] to be found, especially by chance",2,"(소리, 온도 등을) 높이다; 발견되다"
49,break down,[v] (of a machine) to stop working; [v] to destroy something or make it fall down; [v] to separate something into smaller parts,2,고장 나다; 무너뜨리다; 해체하다
49,bring down,[v] to reduce the level or amount of something; [v] to make someone or something fall,2,하락시키다; 쓰러뜨리다; 무너뜨리다
49,come down with,[v] to become ill with a particular disease,2,(병에) 걸리다
49,get down,[v] to swallow something with difficulty; [v] to make someone feel sad or depressed,2,"삼키다, 먹다; 낙담시키다"
49,hand down,[v] to give something to a younger person or a later generation,2,물려주다; (후세에) 남기다
49,hold down,[v] to keep something at a low level; to control,2,"억제하다, 억누르다"
49,let down,[v] to disappoint someone by failing to do what they expected; [v] to make something less successful,2,실망시키다; 덜 성공적으로 만들다
49,look down on,[v] to think that someone is less important or worse than you,2,"얕보다, 무시하다"
49,put down,[v] to write something on paper; [v] to stop a violent protest by force; [v] to pay part of the price of something,2,(글을) 적다; 진압하다; 지불하다
49,settle down,[v] to start living in a place with the intention of staying there; [v] to become calm or make someone calm,2,정착하다; 진정되다[시키다]
49,turn down,"[v] to reduce the sound, heat or power of a machine; [v] to refuse an offer or request",2,"(소리, 온도 등을) 낮추다; 거절하다"
50,back off,[v] to move backward and away from someone or something; [v] to stop supporting an opinion or plan,2,뒤로 물러나다; (의견 등을) 철회하다
50,break off,[v] to separate a part from something by breaking it; [v] to end a relationship suddenly; [v] to stop doing something for a short time,2,분리하다; (관계를) 끊다; 휴식하다
50,call off,[v] to cancel a planned event; [v] to stop something that is happening,2,(계획 등을) 취소하다; 중지하다
50,come off,[v] to become separated from something it was attached to; [v] to stop taking a drug or medicine,2,떨어지다; (약 등을) 중지하다
50,cut off,[v] to remove something by cutting it; [v] to end a relationship; [v] to stop the supply of something,2,"자르다; (관계를) 끊다; (공급, 이동을) 차단하다"
50,get off,"[v] to leave a bus, train or plane; [v] to leave a place; [v] to finish work for the day",2,(탈것에서) 내리다; 떠나다; 퇴근하다
50,give off,"[v] to send out a smell, heat, light or gas",2,"(증기, 빛 등을) 방출하다, 발산하다"
50,go off,[v] (of an alarm) to make a sudden loud noise; [v] (of a bomb) to explode; [v] (of a light or power) to stop working,2,"(알람 등이) 울리다; 폭발하다; (불, 전기 등이) 나가다"
50,keep off,[v] to stay away from a place or thing; [v] to avoid eating or drinking something,2,"접근하지 않다; (음식, 술 등을) 삼가다"
50,lay off,"[v] to stop employing a worker, especially because there is not enough work",2,해고하다
50,pay off,[v] to pay all the money that you owe; [v] (of a plan) to be successful and bring good results,2,"(빚을) 다 갚다, 청산하다; 수지맞다"
50,put off,[v] to delay doing something or change it to a later time,2,"연기하다, 미루다"
50,roll off,[v] to fall down from something by rolling; [v] to be produced in large numbers by a factory,2,굴러떨어지다; (대규모로) 생산되다
