unit,word,definition,source,flag
40,dine,[v] To eat; to eat dinner or supper; [v] To give a dinner to; to furnish with the chief meal; to feed,Datamuse 조회,
40,devour,"[v] To eat quickly, greedily, hungrily, or ravenously; [v] To rapidly destroy, engulf, or lay waste",Datamuse 조회,
40,lick,[v] To stroke with the tongue; [v] To lap; to take in with the tongue,Datamuse 조회,
40,reside,[v] To dwell permanently or for a considerable time; to have a settled abode for a time; to remain for a long time; [v] To have a seat or fixed position; to inhere; to lie or be as in attribute or element,Datamuse 조회,
40,dwell,[v] To live; to reside; [v] To abide; to remain; to continue,Datamuse 조회,검토권장
40,inhabit,[v] To live or reside in; [v] To be present in,Datamuse 조회,
40,sedentary,[adj] Not moving; relatively still; staying in the vicinity; [adj] Not moving much; sitting around,Datamuse 조회,
40,estate,"[n] The collective property and liabilities of someone, especially a deceased person; [n] An (especially extensive) area of land, under a single ownership",Datamuse 조회,
40,erect,[adj] Upright; vertical or reaching broadly upwards; [adj] Watchful; alert,Datamuse 조회,
40,ventilate,"[v] To replace stale or noxious air with fresh; [v] To circulate air through a building, etc",Datamuse 조회,
40,furnish,"[v] To provide a place with furniture, or other equipment; [v] To supply or give (something)",Datamuse 조회,
40,renovation,"[n] An act, or the process, of renovating; [n] A regeneration",Datamuse 조회,
40,shelter,"[n] Somewhere one can find protection; [n] A place where a person or animal may find protection from the elements (especially rain, storms, or cold) sometimes as a place to...",Datamuse 조회,
40,lease,"[n] The contract or deed under which such an interest is granted; [n] An interest granting exclusive use of any thing, such as a car or boat",Datamuse 조회,
40,rent,"[n] A payment made by a tenant at intervals in order to lease a property; [n] A similar payment for the use of a product, equipment or a service",Datamuse 조회,
40,tenant,[n] One who holds a lease (a tenancy); [n] One who has possession of any place,Datamuse 조회,
40,spacious,[adj] Having plenty of space; roomy; capacious; [adj] Large in expanse,Datamuse 조회,
40,cozy,"[adj] warm, comfortable and giving a feeling of being safe",손으로 작성,검토권장
40,housewarming,[n] A party to celebrate moving into a new home; [n] The act of welcoming a person/family to their newly purchased or newly rented home,Datamuse 조회,
40,attend,"[v] Senses relating to caring for or waiting on someone, or accompanying or being present; [v] To care for (someone requiring attention); specifically, of a doctor, nurse, etc.: to provide professional care to (someone)",Datamuse 조회,
40,serve,"[v] To be a servant for; to work for, to be employed by; [v] To wait upon (someone) at table; to set food and drink in front of, to help (someone) to food, meals etc",Datamuse 조회,
40,bound,[adj] Ready to start or go (to); moving in the direction (of); [adj] Confined or restricted to a certain place,Datamuse 조회,
41,rehearsal,"[n] The practising of something which is to be performed before an audience, usually to test or improve the interaction between several...; [n] The act of rehearsing or contriving something; the fact of something's being rehearsed",Datamuse 조회,
41,monologue,"[n] A long, uninterrupted utterance that monopolizes a conversation; [n] A long speech by one person in a play; sometimes a soliloquy; other times spoken to other characters",Datamuse 조회,
41,auditorium,"[n] The space where the audience is located in a theater, etc; [n] A large room for public meetings or performances",Datamuse 조회,
41,applause,"[n] The act of applauding; approbation and praise publicly expressed by the clapping of hands, stamping or tapping of the feet...",Datamuse 조회,
41,acclaim,[v] To express great approval (for); [v] To declare by acclamations,Datamuse 조회,
41,craftsman,[n] One who is highly skilled at one's trade; an artisan or artificer; [n] A person who makes or creates material objects partly or entirely by hand,Datamuse 조회,
41,prolific,"[adj] Similarly producing results or performing deeds in abundance; [adj] Fertile; producing offspring or fruit in abundance, applied to plants producing fruit, animals producing young, etc",Datamuse 조회,
41,fuse,"[n] A cord that, when lit, conveys the fire to some explosive device, such as a bomb; [v] To liquify by heat; melt",Datamuse 조회,
41,patron,"[n] A customer, as of a certain store or restaurant; [n] An influential, wealthy person who supported an artist, craftsman, a scholar or a noble",Datamuse 조회,
41,exposition,"[n] An exhibition, especially of goods, artwork or cultural displays to the public; [n] The action of exposing something to something, such as skin to the sunlight",Datamuse 조회,
41,curator,"[n] A person who manages, administers or organizes a collection, either independently or employed by a museum, library, archive or zoo; [n] A person or entity who controls, manages, or oversees another",Datamuse 조회,
41,mold,[n] A hollow form or matrix for shaping a fluid or plastic substance; [n] A natural substance in the form of a furry or woolly growth of tiny fungi that appears when organic material lies for a long time...,Datamuse 조회,
41,pottery,[n] Fired ceramic wares that contain clay when formed; [n] The potter's craft or art: making vessels from clay,Datamuse 조회,
41,sculpt,[v] To carve out gradually; [v] To form by sculpture,Datamuse 조회,
41,carve,"[v] To cut meat in order to serve it; [v] To shape to sculptural effect; to produce (a work) by cutting, or to cut (a material) into a finished work, especially with cuts that...",Datamuse 조회,
41,authentic,"[adj] Of the same origin as claimed; genuine; [adj] Conforming to reality and therefore worthy of trust, reliance, or belief",Datamuse 조회,
41,aesthetic,"[adj] Concerned with beauty, artistic effect, or appearance; [n] The set of artistic motifs defining a collection of things, especially works of art; more broadly, their aura or “vibe”",Datamuse 조회,
41,exquisite,[adj] Especially or extraordinarily fine or pleasing; exceptional; [adj] Of delicate perception or close and accurate discrimination; not easy to satisfy; exact; fastidious,Datamuse 조회,
41,antique,"[adj] Having existed in ancient times, descended from antiquity; used especially in reference to Greece and Rome; [adj] Belonging to former times, not modern, out of date, old-fashioned",Datamuse 조회,
41,symphony,"[n] An extended piece of music of sophisticated structure, usually for orchestra; [n] Harmony in music or colour, or a harmonious combination of elements",Datamuse 조회,
41,choir,[n] A group of people who sing together; a company of people who are trained to sing together; [v] To sing in concert,Datamuse 조회,
41,tune,"[n] A melody; [n] A song, or short musical composition",Datamuse 조회,
41,vocal,"[adj] Of, pertaining to, or resembling the human voice or speech; [adj] Expressing opinions or feelings freely, loudly, or insistently",Datamuse 조회,
41,athlete,"[n] A person who actively participates in physical sports, especially with great skill; a sportsperson; [n] A participant in any of a group of sporting activities including track and field, road running, cross country running and racewalking",Datamuse 조회,
41,referee,[n] A person who settles a dispute; [n] A person who writes a letter of reference or provides a reference by phone call for someone. US English: reference,Datamuse 조회,
41,gymnastics,"[n] A sport involving the performance of sequences of movements requiring physical strength, flexibility, and kinesthetic awareness; [n] Complex intellectual or artistic exercises or feats of physical agility",Datamuse 조회,
41,league,[n] A group or association of cooperating members; [n] A prefecture-level administrative unit in Inner Mongolia (Chinese: 盟),Datamuse 조회,
41,pastime,"[n] Something which amuses, and serves to make time pass agreeably",Datamuse 조회,
41,stroll,[n] A wandering on foot; an idle and leisurely walk; a ramble; a saunter; [v] To wander on foot; to ramble idly or leisurely; to rove,Datamuse 조회,
41,ascend,"[v] To move upward, to fly, to soar; [v] To go up",Datamuse 조회,
41,descend,"[v] Senses relating to moving from a higher to a lower position; [v] To pass from a higher to a lower part of (something, such as a flight of stairs or a slope); to go down along or upon",Datamuse 조회,
41,summit,"[n] The highest point of a hill, mountain, or similar geographical feature; [n] The topmost point or surface of a thing; the apex, the peak",Datamuse 조회,
41,itinerary,[n] A written schedule of activities for a vacation or road trip; [n] A route or proposed route of a journey,Datamuse 조회,
41,reserve,[v] To book in advance; to make a reservation for; [n] The act of reserving or keeping back; reservation; exception,Datamuse 조회,
41,accommodate,[v] To provide housing for; [v] To provide sufficient space for,Datamuse 조회,
41,reception,"[n] The act of receiving; [n] A social engagement, usually to formally welcome someone",Datamuse 조회,
41,excursion,[n] A brief recreational trip; a journey out of the usual way; [n] A wandering from the main subject: a digression,Datamuse 조회,
41,expedition,"[n] A trip, especially a long one, made by a person or a group of people for a specific purpose; [n] A military journey; an enterprise against some enemy or into enemy territory",Datamuse 조회,
41,scenery,"[n] View, natural features, landscape; [n] Stage backdrops, property and other items on a stage that give the impression of the location of the scene",Datamuse 조회,
41,landscape,"[n] A portion of land or territory as defined by its landform, its geographical (and architectural) features; [n] A portion of land which the eye can comprehend in a single view, including all the objects thus seen",Datamuse 조회,
41,exotic,"[adj] Foreign, especially in an exciting way; [adj] Non-native to the ecosystem",Datamuse 조회,
41,breathtaking,[adj] stunningly beautiful; amazing; [adj] Very surprising or shocking; to such a degree as to cause astonishment,Datamuse 조회,
41,direct,"[adj] Proceeding without deviation or interruption; [adj] Straight; not crooked, oblique, or circuitous; leading by the short or shortest way to a point or end",Datamuse 조회,
42,adjacent,"[adj] Lying next to, close, or contiguous; neighboring; bordering on; [n] Something that lies next to something else, especially the side of a right triangle that is neither the hypotenuse nor the opposite",Datamuse 조회,
42,adorn,[v] To make more beautiful and attractive; to decorate,Datamuse 조회,
42,commence,"[v] To begin, start; [v] To begin, start",Datamuse 조회,
42,converge,[v] To approach each other; to get closer and closer; [v] To reach a stable end point,Datamuse 조회,
42,demolish,"[v] To destroy (buildings, etc.), especially in a planned or intentional fashion; [v] To defeat, refute, discredit, or consume utterly (as a theory, belief or opponent)",Datamuse 조회,
42,falter,"[v] To waver or be unsteady; to weaken or trail off; [v] To stammer; to utter with hesitation, or in a weak and trembling manner",Datamuse 조회,
42,feat,"[n] an achievement that requires great skill, strength, or courage",손으로 작성,검토권장
42,inflict,[v] To thrust upon; to impose,Datamuse 조회,
42,rehabilitate,"[v] To restore (someone) to their former state, reputation, possessions, status etc; [v] To vindicate; to restore the reputation or image of (a person, concept etc.)",Datamuse 조회,
42,retrieve,"[v] To regain or get back something; [v] To fetch or carry back something, especially (computing) a file or data record",Datamuse 조회,
42,subside,"[v] To fall downward; to become lower; to descend; to sink; [v] To sink or fall to the bottom; to settle, as lees",Datamuse 조회,
42,symmetry,"[n] Exact correspondence on either side of a dividing line, plane, center or axis; [n] The satisfying arrangement of a balanced distribution of the elements of a whole",Datamuse 조회,
42,transcend,"[v] To pass beyond the limits of something; [v] To surpass, as in intensity or power; to excel",Datamuse 조회,
42,transparent,"[adj] Obvious; readily apparent; easy to see or understand; [adj] See-through, clear; having the property that light passes through it almost undisturbed, such that one can see through it clearly",Datamuse 조회,
43,pupil,"[n] One who studies under supervision of a renowned expert in their field; [n] The hole in the middle of the iris of the eye, through which light passes to be focused on the retina",Datamuse 조회,
43,artery,"[n] Any of the muscular- and elastic-walled blood vessels forming part of the circulation system by which blood is conveyed away from the...; [n] A major transit corridor in a system of roads, rivers, or railway lines",Datamuse 조회,검토권장
43,vein,"[n] A stripe or streak of a different colour or composition in materials such as wood, cheese, marble or other rocks; [n] A fissure, cleft, or cavity, as in the earth or other substance",Datamuse 조회,
43,nerve,"[n] Courage; boldness; audacity; gall; [n] Patience; stamina; endurance, fortitude",Datamuse 조회,
43,spine,"[n] The narrow, bound edge of a book that encloses the inner edges of the pages, facing outwards when the book is on a shelf and typically...; [n] Something resembling a backbone, such as a ridge, or a long, central structure from which other structures radiate",Datamuse 조회,
43,optical,[adj] Of or relating to sight; visual; [adj] Designed to assist or enhance sight,Datamuse 조회,
43,aural,[adj] Of or pertaining to sound or hearing; [adj] Of or pertaining to the ear,Datamuse 조회,
43,acoustic,"[adj] Pertaining to the sense of hearing, the organs of hearing, or the science of sounds; [adj] Naturally producing or produced by an instrument without electrical amplification or the need thereof",Datamuse 조회,
43,odor,"[n] Any smell, whether fragrant or offensive; [n] A strong, pervasive quality",Datamuse 조회,
43,texture,"[n] The feel or shape of a surface or substance; the smoothness, roughness, softness, etc. of something; [n] The quality given to a work of art by the composition and interaction of its parts",Datamuse 조회,
43,respire,[v] To breathe in and out successively; [v] To recover one's breath or breathe easily following stress,Datamuse 조회,
43,pulse,"[n] A beat or throb; also, a repeated sequence of such beats or throbs; [n] The focus of energy or vigour of an activity, place, or thing; also, the feeling of bustle, busyness, or energy in a place; the...",Datamuse 조회,
43,saliva,"[n] A clear, slightly alkaline liquid secreted into the mouth by the salivary glands and mucous glands, consisting of water, mucin...",Datamuse 조회,검토권장
43,sanitary,[adj] Clean and free from pathogens; hygienic; [adj] Of or relating to health,Datamuse 조회,
43,hygiene,[n] Those conditions and practices that promote and preserve health; [n] Cleanliness,Datamuse 조회,
43,immune,"[adj] Not vulnerable; [adj] Protected by inoculation, or due to innate resistance to pathogens",Datamuse 조회,
43,sturdy,[adj] Of firm build; stiff; stout; strong; [adj] Solid in structure or person,Datamuse 조회,
43,vigorous,[adj] Physically strong and active; [adj] Mentally strong and active,Datamuse 조회,
43,stout,"[adj] Large; bulky; [adj] Materially strong, enduring",Datamuse 조회,
43,weary,"[adj] Having the strength exhausted by toil or exertion; tired; fatigued; [adj] Having one's patience, relish, or contentment exhausted; tired; sick",Datamuse 조회,
43,obesity,[n] The state of being obese,Datamuse 조회,검토권장
43,diet,"[n] The food and beverage a person or animal consumes; [n] A controlled regimen of food and drink choices, as to gain or lose weight or otherwise influence health",Datamuse 조회,
43,metabolism,[n] The rate at which these processes occur for a given organism; [n] The processes that maintain any dynamic system,Datamuse 조회,
43,digest,[v] To think over and arrange methodically in the mind; to reduce to a plan or method; to receive in the mind and consider carefully; to...; [v] To distribute or arrange methodically; to work over and classify; to reduce to portions for ready use or application,Datamuse 조회,
43,nourish,"[v] To feed and cause to grow; to supply with food or other matter which increases weight and promotes health; [v] To educate or bring up; to nurture; to promote emotional, spiritual or other non-physical growth",Datamuse 조회,
43,nutrition,[n] That which nourishes; nutriment; [n] The organic process by which an organism assimilates food and uses it for growth and maintenance,Datamuse 조회,
43,longevity,"[n] The quality of being long-lasting, especially of life; [n] Duration over time; persistence",Datamuse 조회,
43,ground,"[n] The surface of the Earth, as opposed to the sky or water or underground; [n] Soil, earth",Datamuse 조회,
43,suit,"[n] A full set of armour; [n] Petition, request, entreaty",Datamuse 조회,
44,ailment,[n] Something which ails one; a disease; sickness,Datamuse 조회,
44,infect,"[v] To bring (the body or part of it) into contact with a substance that causes illness (a pathogen), so that the pathogen begins to act...; [v] To contaminate (an object or substance) with a pathogen",Datamuse 조회,
44,contagious,[adj] Having a disease that can be transmitted to another person; [adj] Contiguous,Datamuse 조회,
44,epidemic,[n] A widespread disease that affects many humans in a population; [n] A heightened occurrence of anything harmful,Datamuse 조회,
44,plague,"[n] A widespread affliction, calamity, or destructive influx, especially when seen as divine retribution; [v] To harass, pester or annoy someone persistently or incessantly",Datamuse 조회,
44,chronic,"[adj] Of a problem, that continues over an extended period of time; [adj] Of a person, suffering from an affliction that is prolonged or slow to heal",Datamuse 조회,
44,influenza,"[n] An acute contagious disease of the upper airways and lungs, caused by a virus, which rapidly spreads around the world in seasonal...",Datamuse 조회,검토권장
44,stroke,"[n] An act of hitting; a blow, a hit; [n] An act of striking with a weapon; a blow",Datamuse 조회,
44,diabetes,"[n] Diabetes mellitus; any of a group of metabolic diseases whereby a person (or other animal) has high blood sugar due to an inability to...; [n] Diabetes insipidus; any condition characterized by excessive or incontinent urine, now specifically as caused by impaired production...",Datamuse 조회,검토권장
44,handicapped,[n] A disabled person; [adj] Having a handicap,Datamuse 조회,검토권장
44,swell,"[v] To become bigger, especially due to being engorged; [v] To cause to become bigger",Datamuse 조회,
44,sprain,"[v] To weaken, as a joint, ligament, or muscle, by sudden and excessive exertion, as by wrenching; to overstrain, or stretch injuriously...; [n] The act or result of spraining; lameness caused by spraining",Datamuse 조회,
44,limp,"[v] To walk lamely, as if favoring one leg; [n] An irregular, jerky or awkward gait",Datamuse 조회,
44,paralyze,[v] To render unable to move; to immobilize; [v] To render unable to function properly,Datamuse 조회,
44,numb,"[adj] Physically unable to feel, not having the power of sensation; [adj] Emotionally unable to feel or respond in a normal way",Datamuse 조회,
44,allergy,"[n] An antipathy, as toward a person or activity; [n] A disorder of the immune system causing adverse reactions to substances (allergens) not harmful to most and marked by the body's...",Datamuse 조회,
44,vomit,[v] To regurgitate or eject the contents of the stomach through the mouth; puke; [v] To regurgitate and discharge (something swallowed); to spew,Datamuse 조회,
44,choke,"[v] To be unable to breathe because of obstruction of the windpipe (for instance food or other objects that go down the wrong way, or...; [v] To prevent (someone) from breathing or talking by strangling or filling the windpipe",Datamuse 조회,
44,vaccine,"[n] A software program which protects computers against, or detects and neutralizes, computer viruses and other types of malware; an...; [n] A substance given to stimulate a body's production of antibodies and provide immunity against a disease without causing the disease...",Datamuse 조회,
44,diagnose,[v] To determine which disease is causing a sick person's signs and symptoms; to find the diagnosis; [v] To determine the cause of a problem,Datamuse 조회,
44,remedy,"[n] A medicine, application, or treatment that relieves or cures a disease; [n] Something that corrects or counteracts",Datamuse 조회,
44,hospitalize,[v] To send to hospital; to admit (a person) to hospital; [v] Said of an injury or illness,Datamuse 조회,
44,painkiller,[n] A drug that numbs the pain in the body,Datamuse 조회,검토권장
44,sterilize,"[v] To kill, deactivate (denature), or destroy (break apart) all living, viable microorganisms and spores on a surface, in a fluid, or...; [v] To deprive of the ability to procreate",Datamuse 조회,
44,transfusion,[n] The act of pouring liquid from one vessel to another; [n] The transfer of blood or blood products from one individual to another,Datamuse 조회,
44,prescribe,"[v] To specify by writing as a required procedure or ritual; to lay down authoritatively as a guide, direction, or rule of action; [v] To order (a drug or medical device) for use by a particular patient (under licensed authority)",Datamuse 조회,
44,dose,"[n] A measured portion of medicine taken at any one time; [n] The quantity of an agent (not always active), substance, or radiation administered or experienced at any one time",Datamuse 조회,
44,alleviate,"[v] To reduce or lessen the severity of a pain or difficulty; [v] , (finance) to pay down partially",Datamuse 조회,
44,soothe,"[v] To restore to ease, comfort, or tranquility; relieve; calm; quiet; refresh; [v] To calm or placate someone or some situation",Datamuse 조회,
44,case,"[n] An actual event, situation, or fact; [n] A piece of work, specifically defined within a profession; the set of tasks involved in addressing the situation of a specific person...",Datamuse 조회,
45,arouse,[v] To stimulate or induce (feelings); pique; [v] To sexually stimulate,Datamuse 조회,
45,provoke,[v] To cause someone to become annoyed or angry; [v] To bring about a reaction,Datamuse 조회,
45,manifest,"[adj] Evident to the senses, especially to the sight; apparent; distinctly perceived; [adj] Obvious to the understanding; apparent to the mind; easily apprehensible; plain; not obscure or hidden",Datamuse 조회,
45,agreeable,"[adj] Pleasant to the senses or the mind; pleasing, satisfying, palatable; [adj] Able to agree; possible to be agreed",Datamuse 조회,
45,grin,"[v] To smile, parting the lips so as to show the teeth; [n] A smile in which the lips are parted to reveal the teeth",Datamuse 조회,
45,rejoice,"[v] To be very happy, be delighted, exult; to feel joy; [v] To make happy, exhilarate",Datamuse 조회,
45,ecstasy,[n] Intense pleasure; [v] To experience intense pleasure,Datamuse 조회,
45,grief,"[n] Emotional pain, generally arising from misfortune, significant personal loss, bereavement, misconduct of oneself or others, etc....; [n] A cause or instance of sorrow or pain; that which afflicts or distresses; a trial",Datamuse 조회,
45,weep,"[v] To cry; to shed tears, especially when accompanied with sobbing or other difficulty speaking, as an expression of emotion such as...; [v] To lament; to complain",Datamuse 조회,
45,miserable,"[adj] Very bad (at something); unskilled, incompetent; hopeless; [adj] Of the weather, extremely unpleasant due to being cold, wet, overcast, etc",Datamuse 조회,
45,distress,"[n] Physical or emotional discomfort, suffering, or alarm, particularly of a more acute nature; [n] A cause of such discomfort",Datamuse 조회,
45,agony,[n] Extreme pain; [n] The last struggle of life; death struggle,Datamuse 조회,
45,groan,"[n] A low, mournful sound uttered in pain or grief; [n] A low, guttural sound uttered in frustration, disapproval, or ecstasy",Datamuse 조회,
45,console,[n] An instrument with displays and an input device that is used to monitor and control an electronic system; [n] The keyboard and screen of a computer or other electronic device,Datamuse 조회,
45,dismay,"[n] A sudden or complete loss of courage and firmness in the face of trouble or danger; overwhelming and disabling terror; a sinking of...; [v] To cause to feel apprehension; great sadness, or fear; to deprive of energy",Datamuse 조회,
45,perplex,[v] To cause to feel baffled; to puzzle; [v] To involve; to entangle; to make intricate or complicated,Datamuse 조회,
45,flush,"[n] A group of birds that have suddenly started up from undergrowth, trees, etc; [v] To cause to take flight from concealment",Datamuse 조회,
45,astonish,[v] To surprise greatly,Datamuse 조회,
45,stun,[v] To incapacitate; especially by inducing disorientation or unconsciousness; [v] To shock or surprise,Datamuse 조회,
45,affection,[n] A feeling of love or strong attachment; [n] An emotion; a feeling or natural impulse acting upon and swaying the mind,Datamuse 조회,
45,bond,"[n] An emotional link, connection or union; that which holds two or more people together, as in a friendship; a tie; [n] Moral or political duty or obligation",Datamuse 조회,
45,enchant,"[v] To attract and delight, to charm; [v] To cast a spell upon (often one that attracts or charms)",Datamuse 조회,
45,nostalgia,[n] A bittersweet yearning for the things of the past; [n] A longing for home or familiar surroundings; homesickness,Datamuse 조회,검토권장
45,displease,[v] To make not pleased; to cause a feeling of disapprobation or dislike in; to be disagreeable to; to vex slightly; [v] To give displeasure or offense,Datamuse 조회,
45,haunt,[v] To inhabit or to visit frequently (most often used in reference to ghosts); [v] To persist in staying or visiting,Datamuse 조회,
45,dreadful,"[adj] Genuinely horrific, awful, or alarming; dangerous, risky; [adj] Full of something causing dread, whether",Datamuse 조회,
45,hatred,[n] A strong aversion; an intense dislike,Datamuse 조회,
45,glare,[v] To stare angrily; [v] To shine brightly,Datamuse 조회,
45,rage,[n] Violent uncontrolled anger; [n] A current fashion or fad,Datamuse 조회,
45,revenge,"[n] Any form of personal, retaliatory action against an individual, institution, or group for some alleged or perceived harm or injustice; [n] A win by a previous loser",Datamuse 조회,
45,content,"[n] Subject matter; semantic information (or a portion or body thereof); that which is contained in writing, speech, video, etc; [n] One or more creative works",Datamuse 조회,
46,stance,"[n] One's opinion or point of view; [n] The manner, pose, or posture in which one stands",Datamuse 조회,
46,apt,[adj] Suitable; appropriate; fit or fitted; suited; [adj] Ready; especially fitted or qualified (to do something); quick to learn,Datamuse 조회,
46,temper,"[n] A general tendency or orientation towards a certain type of mood, a volatile state; a habitual way of thinking, behaving or reacting; [n] State of mind; mood",Datamuse 조회,
46,tact,[n] Sensitive mental touch; special skill or faculty; keen perception or discernment; ready power of appreciating and doing what is...; [n] Propriety; manners (etiquette),Datamuse 조회,
46,goodwill,[n] A favorably disposed attitude toward someone or something; [n] A thrift shop,Datamuse 조회,
46,mercy,"[n] Forgiveness or compassion, especially toward those less fortunate; [n] Relenting; forbearance to cause or allow harm to another",Datamuse 조회,
46,selfless,"[adj] Having, exhibiting or motivated by no concern for oneself but for others; unselfish",Datamuse 조회,
46,virtue,"[n] Accordance with moral principles; conformity of behaviour or thought with the strictures of morality; good moral conduct; [n] An attribute of a personality (a ""personality trait"") which predisposes a person to behaviors resulting in human goodness; an...",Datamuse 조회,
46,esteem,"[v] To set a high value on; to regard with respect or reverence; [n] Assessment, estimation, or regard; especially; favourable estimation or regard",Datamuse 조회,
46,awe,[n] A feeling of amazement; [n] A feeling of fear and reverence,Datamuse 조회,
46,discreet,"[adj] Respectful of privacy or secrecy; exercising caution in order to avoid causing embarrassment; quiet; diplomatic; [adj] Not drawing attention, anger or challenge; inconspicuous",Datamuse 조회,
46,alert,[adj] Attentive; awake; on guard; [n] A notification of higher importance than an advisory,Datamuse 조회,
46,beware,"[v] To use caution, pay attention to (used both with and without of)",Datamuse 조회,
46,punctual,"[adj] Prompt; on time; [adj] Of an event, happening at the appointed time",Datamuse 조회,
46,sophisticated,"[adj] Of a person: having obtained worldly experience, and lacking naiveté; cosmopolitan, worldly-wise; [adj] Complicated, especially of complex technology",Datamuse 조회,
46,elegant,[adj] Characterised by or exhibiting elegance; [adj] Characterised by minimalism and intuitiveness while preserving exactness and precision,Datamuse 조회,
46,grace,"[n] Charming, pleasing qualities; [n] Elegant movement; elegance of movement; balance or poise",Datamuse 조회,
46,decent,"[adj] Appropriate; suitable for the circumstances; [adj] Having a suitable conformity to basic moral standards; showing integrity, fairness, or other characteristics associated with moral...",Datamuse 조회,
46,dignity,"[n] The state of being dignified or worthy of esteem: elevation of mind or character; [n] Decorum, formality, stateliness",Datamuse 조회,
46,keen,"[adj] Having a fine edge or point; sharp; [adj] Fierce, intense, vehement",Datamuse 조회,
46,morale,"[n] The capacity of people to maintain belief in an institution or a goal, or even in oneself and others",Datamuse 조회,
46,ambitious,"[adj] Resulting from, characterized by, or indicating, ambition; [adj] Hard to achieve",Datamuse 조회,
46,spontaneous,"[adj] Self-generated; happening without any apparent external cause; [adj] Done by one's own free choice, or without planning",Datamuse 조회,
46,decisive,[adj] Having the power or quality of deciding a question or controversy; putting an end to contest or controversy; final; conclusive; [adj] Decided; definite; incontrovertible,Datamuse 조회,
46,sincere,[adj] Genuine; meaning what one says or does; heartfelt; [adj] Meant truly or earnestly,Datamuse 조회,
46,humble,"[adj] Having a low opinion of oneself; not proud, arrogant, or assuming; modest; [adj] Not pretentious or magnificent; unpretending; unassuming",Datamuse 조회,
46,modest,"[adj] Not bragging or boasting about oneself or one's achievements; unpretentious, humble; [adj] Small, moderate in size",Datamuse 조회,
46,gratitude,[n] The state of being grateful,Datamuse 조회,
46,persevere,"[v] To persist steadfastly in pursuit of an undertaking, task, journey, or goal, even if hindered by distraction, difficulty, obstacles...",Datamuse 조회,
46,dedicate,[v] To commit (oneself) to a particular course of thought or action; [v] To set apart for a special use,Datamuse 조회,
46,feminine,"[adj] Of or pertaining to the female gender; [adj] Of or pertaining to the female sex; biologically female, not male",Datamuse 조회,
46,tip,"[n] The extreme end of something, especially when pointed; e.g. the sharp end of a pencil; [n] A piece of metal, fabric or other material used to cover the top of something for protection, utility or decoration",Datamuse 조회,
46,regard,"[n] One's concern for another; esteem; relation, reference; [n] The worth or estimation in which something or someone is held",Datamuse 조회,
46,dispense,"[v] To issue, distribute, or give out; [v] To supply or make up a medicine or prescription",Datamuse 조회,
47,cynical,"[adj] Skeptical of the integrity, sincerity, or motives of others; [adj] Of or relating to the belief that human actions are motivated only or primarily by base desires or selfishness",Datamuse 조회,
47,skeptical,"[adj] Having, or expressing doubt; questioning; [adj] Of or relating to philosophical skepticism or the skeptics",Datamuse 조회,
47,reluctant,[adj] Not wanting to take some action; unwilling to do something; [adj] Tending to match as little text as possible,Datamuse 조회,
47,rigid,"[adj] Stiff, rather than flexible; [adj] Having inflexible thoughts, opinions, or beliefs",Datamuse 조회,
47,stern,[adj] Having a hardness and severity of nature or manner; [adj] Grim and forbidding in appearance,Datamuse 조회,
47,immature,[adj] Childish in behavior; juvenile; [adj] Not fully formed or developed; not grown,Datamuse 조회,
47,naive,"[adj] Lacking worldly experience, wisdom, or judgement; unsophisticated; [adj] Not having been exposed to something",Datamuse 조회,
47,clumsy,"[adj] Awkward, lacking coordination, not graceful, not dextrous; [adj] Awkward or inefficient in use or construction, difficult to handle or manage especially because of shape",Datamuse 조회,
47,haste,[n] Speed; swiftness; dispatch,Datamuse 조회,
47,reckless,[adj] Indifferent or oblivious to danger or the consequences thereof; [adj] Careless or heedless; headstrong or rash,Datamuse 조회,
47,arrogant,"[adj] Having excessive pride in oneself, often with contempt or disrespect for others",Datamuse 조회,
47,arbitrary,[adj] Determined by impulse rather than reason; often connoting heavy-handedness; [adj] Determined by independent arbiter,Datamuse 조회,
47,nasty,"[adj] Contemptible, unpleasant (of a person); [adj] Objectionable, unpleasant (of a thing); repellent, offensive",Datamuse 조회,
47,wicked,[adj] Evil or mischievous by nature; morally reprehensible; [adj] Harsh; severe,Datamuse 조회,
47,mischief,[n] Conduct that playfully causes petty annoyance; [n] A playfully annoying action,Datamuse 조회,
47,tease,"[v] To poke fun at, either cruelly or affectionately in a playful way; [v] To provoke or disturb; to annoy",Datamuse 조회,
47,mock,"[v] To make fun of, especially by mimicking; to taunt; [v] To mimic, to simulate",Datamuse 조회,
47,humiliate,[v] To cause to be ashamed; to injure the dignity and self-respect of; [v] To make humble; to lower in condition or status,Datamuse 조회,
47,immoral,"[adj] Breaching principles of natural law, rectitude, or justice, and so inconsistent with the demands of virtue, purity, or ""good morals""...",Datamuse 조회,
47,despise,[v] To regard with contempt or scorn; [v] To disregard or ignore,Datamuse 조회,
47,contempt,"[n] The state or act of contemning; the feeling or attitude of regarding someone or something as inferior, base, or worthless; scorn...; [n] The state of being despised or dishonored; disgrace",Datamuse 조회,
47,brutal,"[adj] Savagely violent, vicious, ruthless, or cruel, often in an unintelligent manner; [adj] Crude or unfeeling in manner or speech",Datamuse 조회,
47,savage,"[adj] Fierce and ferocious; [adj] Brutal, vicious, or merciless",Datamuse 조회,
